"タブ名","第1層イニシャル","第1層","第1層説明","編集用シート","第2層","第2層説明","第2層メモ","第3層","UID","第4層","メモ"
"総合","GE","総合的に患者・生活者をみる姿勢","患者の抱える問題を臓器横断的に捉えた上で、心理社会的背景も踏まえ、ニーズに応じて柔軟に自身の専門領域にとどまらずに診療を行い、個人と社会のウェルビーイングを実現する。","https://docs.google.com/spreadsheets/d/1OdRPC2zVybWtHPqjAvArtX3qW_pB5S9XCBlQzCA2Q7k/edit?usp=sharing","全人的な視点とアプローチ","患者の抱える問題を臓器横断的だけでなく心理・社会的視点で捉え、専門領域にとどまらない姿勢で責任をもって診療に関わり、最善の意思決定や行動科学に基づく臨床実践に関与できる。","","行動科学","Jkxpsso","行動変容の原則を理解し、動機付けや行動変容を促す面接を行うことができる。","修正"
"総合","GE","総合的に患者・生活者をみる姿勢","患者の抱える問題を臓器横断的に捉えた上で、心理社会的背景も踏まえ、ニーズに応じて柔軟に自身の専門領域にとどまらずに診療を行い、個人と社会のウェルビーイングを実現する。","https://docs.google.com/spreadsheets/d/1OdRPC2zVybWtHPqjAvArtX3qW_pB5S9XCBlQzCA2Q7k/edit?usp=sharing","全人的な視点とアプローチ","患者の抱える問題を臓器横断的だけでなく心理・社会的視点で捉え、専門領域にとどまらない姿勢で責任をもって診療に関わり、最善の意思決定や行動科学に基づく臨床実践に関与できる。","","行動科学","Jkxpsss","医療者や患者・生活者のバイアスの存在を踏まえ、医療行動経済学の視点からバイアスを考慮したコミュニケーションをとることができる。","新規"
"総合","GE","総合的に患者・生活者をみる姿勢","患者の抱える問題を臓器横断的に捉えた上で、心理社会的背景も踏まえ、ニーズに応じて柔軟に自身の専門領域にとどまらずに診療を行い、個人と社会のウェルビーイングを実現する。","https://docs.google.com/spreadsheets/d/1OdRPC2zVybWtHPqjAvArtX3qW_pB5S9XCBlQzCA2Q7k/edit?usp=sharing","全人的な視点とアプローチ","患者の抱える問題を臓器横断的だけでなく心理・社会的視点で捉え、専門領域にとどまらない姿勢で責任をもって診療に関わり、最善の意思決定や行動科学に基づく臨床実践に関与できる。","","行動科学","Jkxpssw","人々の行動予測を踏まえ、医療行動経済学の視点から望ましい選択肢を選びやすくなるような仕組みを提案できる。","新規"
"総合","GE","総合的に患者・生活者をみる姿勢","患者の抱える問題を臓器横断的に捉えた上で、心理社会的背景も踏まえ、ニーズに応じて柔軟に自身の専門領域にとどまらずに診療を行い、個人と社会のウェルビーイングを実現する。","https://docs.google.com/spreadsheets/d/1OdRPC2zVybWtHPqjAvArtX3qW_pB5S9XCBlQzCA2Q7k/edit?usp=sharing","地域の視点とアプローチ","地域の実情に応じた医療・介護・保健・福祉の現状及び課題を理解し、医療の基本としてのプライマリ・ケアの実践、ヘルスケアシステムの質の向上に貢献するための能力を獲得する。","","プライマリ・ケアにおける基本概念","Jkxpss0","地域の健康格差を理解し、医療へのアクセス障害等の医療システム上の課題を適切に判断しながら診療を行うことができる。","新規"
"総合","GE","総合的に患者・生活者をみる姿勢","患者の抱える問題を臓器横断的に捉えた上で、心理社会的背景も踏まえ、ニーズに応じて柔軟に自身の専門領域にとどまらずに診療を行い、個人と社会のウェルビーイングを実現する。","https://docs.google.com/spreadsheets/d/1OdRPC2zVybWtHPqjAvArtX3qW_pB5S9XCBlQzCA2Q7k/edit?usp=sharing","地域の視点とアプローチ","地域の実情に応じた医療・介護・保健・福祉の現状及び課題を理解し、医療の基本としてのプライマリ・ケアの実践、ヘルスケアシステムの質の向上に貢献するための能力を獲得する。","","プライマリ・ケアにおける基本概念","Jkxpss4","地域の健康問題の文化的背景を理解し、言語や文化の障壁を乗り越えた診療対応について説明できる。","新規"
"総合","GE","総合的に患者・生活者をみる姿勢","患者の抱える問題を臓器横断的に捉えた上で、心理社会的背景も踏まえ、ニーズに応じて柔軟に自身の専門領域にとどまらずに診療を行い、個人と社会のウェルビーイングを実現する。","https://docs.google.com/spreadsheets/d/1OdRPC2zVybWtHPqjAvArtX3qW_pB5S9XCBlQzCA2Q7k/edit?usp=sharing","地域の視点とアプローチ","地域の実情に応じた医療・介護・保健・福祉の現状及び課題を理解し、医療の基本としてのプライマリ・ケアの実践、ヘルスケアシステムの質の向上に貢献するための能力を獲得する。","","プライマリ・ケアにおける基本概念","Jkxpss8","患者の診療において、患者の所属する地域、背景集団に対するケアの視点を取り入れた診療を行うことができる。","新規"
"総合","GE","総合的に患者・生活者をみる姿勢","患者の抱える問題を臓器横断的に捉えた上で、心理社会的背景も踏まえ、ニーズに応じて柔軟に自身の専門領域にとどまらずに診療を行い、個人と社会のウェルビーイングを実現する。","https://docs.google.com/spreadsheets/d/1OdRPC2zVybWtHPqjAvArtX3qW_pB5S9XCBlQzCA2Q7k/edit?usp=sharing","地域の視点とアプローチ","地域の実情に応じた医療・介護・保健・福祉の現状及び課題を理解し、医療の基本としてのプライマリ・ケアの実践、ヘルスケアシステムの質の向上に貢献するための能力を獲得する。","","地域におけるプライマリ・ケア","JkxpstA","地域(都会・郊外・へき地・離島を含む)の実情に応じた医療の状況について概説できる。","修正,A-07-01-na-01　もでしょうか？（山梨）"
"総合","GE","総合的に患者・生活者をみる姿勢","患者の抱える問題を臓器横断的に捉えた上で、心理社会的背景も踏まえ、ニーズに応じて柔軟に自身の専門領域にとどまらずに診療を行い、個人と社会のウェルビーイングを実現する。","https://docs.google.com/spreadsheets/d/1OdRPC2zVybWtHPqjAvArtX3qW_pB5S9XCBlQzCA2Q7k/edit?usp=sharing","地域の視点とアプローチ","地域の実情に応じた医療・介護・保健・福祉の現状及び課題を理解し、医療の基本としてのプライマリ・ケアの実践、ヘルスケアシステムの質の向上に貢献するための能力を獲得する。","","地域におけるプライマリ・ケア","JkxpstE","地域の医療提供体制に基づき、診療機関の規模・役割に応じた柔軟な医療を提供する。","新規"
"総合","GE","総合的に患者・生活者をみる姿勢","患者の抱える問題を臓器横断的に捉えた上で、心理社会的背景も踏まえ、ニーズに応じて柔軟に自身の専門領域にとどまらずに診療を行い、個人と社会のウェルビーイングを実現する。","https://docs.google.com/spreadsheets/d/1OdRPC2zVybWtHPqjAvArtX3qW_pB5S9XCBlQzCA2Q7k/edit?usp=sharing","地域の視点とアプローチ","地域の実情に応じた医療・介護・保健・福祉の現状及び課題を理解し、医療の基本としてのプライマリ・ケアの実践、ヘルスケアシステムの質の向上に貢献するための能力を獲得する。","","地域におけるプライマリ・ケア","JkxpstI","患者の居住する地域の頻度の高い疾病(コモンディジーズ)について罹患率、有病率などの指標を用いて概説できる。","新規"
"総合","GE","総合的に患者・生活者をみる姿勢","患者の抱える問題を臓器横断的に捉えた上で、心理社会的背景も踏まえ、ニーズに応じて柔軟に自身の専門領域にとどまらずに診療を行い、個人と社会のウェルビーイングを実現する。","https://docs.google.com/spreadsheets/d/1OdRPC2zVybWtHPqjAvArtX3qW_pB5S9XCBlQzCA2Q7k/edit?usp=sharing","地域の視点とアプローチ","地域の実情に応じた医療・介護・保健・福祉の現状及び課題を理解し、医療の基本としてのプライマリ・ケアの実践、ヘルスケアシステムの質の向上に貢献するための能力を獲得する。","","地域におけるプライマリ・ケア","JkxpstM","患者の居住する地域について医療以外も含めた客観的指標や観察を通して、地域の健康課題を特定し、地域社会のリソースを活用しながらその改善計画を提示できる。","新規"
