"index","第1層（大項目）","第2層（中項目）","第3層（小項目）","第4層（細小項目）","第5層（学修目標）"
141.0,"B 社会と医学・医療","B-2 法医学と関連法規","B-2-1) 死と法","なし","④個人識別の方法を説明できる。"
142.0,"B 社会と医学・医療","B-2 法医学と関連法規","B-2-1) 死と法","なし","⑤病理解剖、法医解剖（司法解剖、行政解剖、死因・身元調査法解剖、承諾解剖）を説明できる。"
143.0,"B 社会と医学・医療","B-2 法医学と関連法規","B-2-2) 診療情報と諸証明書","なし","①診療録（カルテ）に関する基本的な知識（診療録の管理と保存（電子カルテを含む）、診療録の内容、診療情報の開示、プライバシー保護、セキュリティー、問題志向型医療記録<POMR>、主観的所見、客観的所見、評価、計画(subjective, objective, assessment, plan <SOAP>)）を説明でき、実際に作成できる。"
144.0,"B 社会と医学・医療","B-2 法医学と関連法規","B-2-2) 診療情報と諸証明書","なし","②診療に関する諸記録（処方箋、入院診療計画書、検査・画像・手術の記録、退院時要約）を説明できる。"
145.0,"B 社会と医学・医療","B-2 法医学と関連法規","B-2-2) 診療情報と諸証明書","なし","③診断書、検案書、証明書（診断書、出生証明書、死産証書、死胎検案書、死亡診断書、死体検案書）を説明できる。"
146.0,"B 社会と医学・医療","B-2 法医学と関連法規","B-2-2) 診療情報と諸証明書","なし","④電子化された診療情報の作成ができ、管理を説明できる。"
147.0,"B 社会と医学・医療","B-3 医学研究と倫理","B-3-1) 倫理規範と実践倫理","なし","①医学研究と倫理（それぞれの研究に対応した倫理指針と法律）を説明できる。"
148.0,"B 社会と医学・医療","B-3 医学研究と倫理","B-3-1) 倫理規範と実践倫理","なし","②臨床研究、臨床試験、治験と市販後臨床試験の違いを概説できる。"
149.0,"B 社会と医学・医療","B-3 医学研究と倫理","B-3-1) 倫理規範と実践倫理","なし","③臨床試験・治験と倫理性（ヘルシンキ宣言、第Ⅰ・Ⅱ・Ⅲ・Ⅳ相試験、医薬品の臨床試験の実施の基準(Good Clinical Practice <GCP>)、治験審査委員会・倫理審査委員会(institutional review board <IRB>)）を説明できる。"
150.0,"B 社会と医学・医療","B-3 医学研究と倫理","B-3-1) 倫理規範と実践倫理","なし","④薬物に関する法令を概説し、医薬品の適正使用に関する事項を列挙できる。"
151.0,"B 社会と医学・医療","B-3 医学研究と倫理","B-3-1) 倫理規範と実践倫理","なし","⑤副作用と有害事象の違い、報告の意義（医薬品・医療機器等安全性情報報告制度等）を説明できる。"
152.0,"B 社会と医学・医療","B-4 医療に関連のある社会科学領域","B-4-1) 医師に求められる社会性","なし","①医療人類学や医療社会学等の行動科学・社会科学の基本的な視点・方法・理論を概説できる。"
153.0,"B 社会と医学・医療","B-4 医療に関連のある社会科学領域","B-4-1) 医師に求められる社会性","なし","②病気・健康・医療・死をめぐる文化的な多様性を説明できる。"
154.0,"B 社会と医学・医療","B-4 医療に関連のある社会科学領域","B-4-1) 医師に求められる社会性","なし","③自身が所属する文化を相対化することができる。"
155.0,"B 社会と医学・医療","B-4 医療に関連のある社会科学領域","B-4-1) 医師に求められる社会性","なし","④人々の暮らしの現場において病気・健康がどのようにとらえられているかを説明できる。"
156.0,"B 社会と医学・医療","B-4 医療に関連のある社会科学領域","B-4-1) 医師に求められる社会性","なし","⑤人の言動の意味をその人の人生史や社会関係の文脈の中で説明することができる。"
157.0,"B 社会と医学・医療","B-4 医療に関連のある社会科学領域","B-4-1) 医師に求められる社会性","なし","⑥文化・ジェンダーと医療の関係を考えることができる。"
158.0,"B 社会と医学・医療","B-4 医療に関連のある社会科学領域","B-4-1) 医師に求められる社会性","なし","⑦国際保健・医療協力の現場における文化的な摩擦について、文脈に応じた課題を設定して、解決案を提案できる。"
159.0,"B 社会と医学・医療","B-4 医療に関連のある社会科学領域","B-4-1) 医師に求められる社会性","なし","⑧社会をシステムとして捉えることができる。"
160.0,"B 社会と医学・医療","B-4 医療に関連のある社会科学領域","B-4-1) 医師に求められる社会性","なし","⑨病人役割を概説できる。"
161.0,"B 社会と医学・医療","B-4 医療に関連のある社会科学領域","B-4-1) 医師に求められる社会性","なし","⑩対人サービスの困難（バーンアウトリスク）を概説できる。"
162.0,"B 社会と医学・医療","B-4 医療に関連のある社会科学領域","B-4-1) 医師に求められる社会性","なし","⑪経済的側面や制度的側面をふまえた上で、医療現場の実践を評価できる。"
163.0,"B 社会と医学・医療","B-4 医療に関連のある社会科学領域","B-4-1) 医師に求められる社会性","なし","⑫在宅療養と入院または施設入所との関係について総合的な考察ができる。"
164.0,"B 社会と医学・医療","B-4 医療に関連のある社会科学領域","B-4-1) 医師に求められる社会性","なし","⑬多職種の医療・保健・福祉専門職、患者・利用者、その家族、地域の人々など、様々な立場の人が違った視点から医療現場に関わっていることを理解する。"
165.0,"B 社会と医学・医療","B-4 医療に関連のある社会科学領域","B-4-1) 医師に求められる社会性","なし","⑭具体的な臨床事例に文化・社会的課題を見いだすことができる。"
166.0,"C 医学一般","C-1 生命現象の科学","C-1-1) 生命の最小単位-細胞","C-1-1)-(1) 細胞の構造と機能","①細胞の観察法を説明できる。"
167.0,"C 医学一般","C-1 生命現象の科学","C-1-1) 生命の最小単位-細胞","C-1-1)-(1) 細胞の構造と機能","②細胞の全体像を図示できる。"
168.0,"C 医学一般","C-1 生命現象の科学","C-1-1) 生命の最小単位-細胞","C-1-1)-(1) 細胞の構造と機能","③核とリボソームの構造と機能を説明できる。"
169.0,"C 医学一般","C-1 生命現象の科学","C-1-1) 生命の最小単位-細胞","C-1-1)-(1) 細胞の構造と機能","④小胞体、ゴルジ体、リソソーム等の細胞内膜系の構造と機能を説明できる。"
170.0,"C 医学一般","C-1 生命現象の科学","C-1-1) 生命の最小単位-細胞","C-1-1)-(1) 細胞の構造と機能","⑤ミトコンドリア、葉緑体の構造と機能を説明できる。"
171.0,"C 医学一般","C-1 生命現象の科学","C-1-1) 生命の最小単位-細胞","C-1-1)-(1) 細胞の構造と機能","⑥細胞骨格の種類とその構造と機能を概説できる。"
172.0,"C 医学一般","C-1 生命現象の科学","C-1-1) 生命の最小単位-細胞","C-1-1)-(1) 細胞の構造と機能","⑦細胞膜の構造と機能、細胞同士の接着と結合様式を説明できる。"
